# Export File Created with QBlade CE v 2.0.6.4_beta windows on 12.10.2023 at 22:44:11
Stoefoeblade v2 Simulation;;Stoefoeblade v2 Simulation (10);;Stoefoeblade v2 Simulation (11);;Stoefoeblade v2 Simulation (12);;Stoefoeblade v2 Simulation (13);;Stoefoeblade v2 Simulation (14);;Stoefoeblade v2 Simulation (15);;Stoefoeblade v2 Simulation (16);;Stoefoeblade v2 Simulation (17);;Stoefoeblade v2 Simulation (18);;Stoefoeblade v2 Simulation (19);;Stoefoeblade v2 Simulation (20);;Stoefoeblade v2 Simulation (21);;Stoefoeblade v2 Simulation (22);;Stoefoeblade v2 Simulation (23);;Stoefoeblade v2 Simulation (24);;Stoefoeblade v2 Simulation (25);;Stoefoeblade v2 Simulation (26);;Stoefoeblade v2 Simulation (27);;Stoefoeblade v2 Simulation (28);;Stoefoeblade v2 Simulation (4);;Stoefoeblade v2 Simulation (5);;Stoefoeblade v2 Simulation (6);;Stoefoeblade v2 Simulation (7);;Stoefoeblade v2 Simulation (8);;Stoefoeblade v2 Simulation (9);;[TSR_0.000];;
Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];Tip Speed Ratio [-];Thrust Coefficient Ct [-];
1.0000000e+00;1.7214069e-01;1.0000000e+00;1.4698794e-01;1.0000000e+00;1.4231585e-01;1.0000000e+00;1.3748051e-01;1.0000000e+00;1.3252400e-01;1.0000000e+00;1.2749101e-01;1.0000000e+00;1.2242832e-01;1.0000000e+00;1.1738452e-01;1.0000000e+00;1.1240952e-01;1.0000000e+00;1.0755319e-01;1.0000000e+00;1.0277531e-01;1.0000000e+00;9.8185554e-02;1.0000000e+00;9.3866207e-02;1.0000000e+00;8.9099832e-02;1.0000000e+00;8.3640993e-02;1.0000000e+00;8.3640993e-02;1.0000000e+00;7.8132972e-02;1.0000000e+00;7.2200947e-02;1.0000000e+00;6.9184646e-02;1.0000000e+00;6.6246018e-02;1.0000000e+00;1.6956647e-01;1.0000000e+00;1.6660944e-01;1.0000000e+00;1.6329274e-01;1.0000000e+00;1.5964231e-01;1.0000000e+00;1.5568665e-01;1.0000000e+00;1.5145718e-01;1.0000000e+00;6.6246018e-02;
2.0000000e+00;2.7874395e-01;2.0000000e+00;2.3564097e-01;2.0000000e+00;2.2983289e-01;2.0000000e+00;2.2326303e-01;2.0000000e+00;2.1367255e-01;2.0000000e+00;2.0429653e-01;2.0000000e+00;1.9446810e-01;2.0000000e+00;1.8290359e-01;2.0000000e+00;1.7510128e-01;2.0000000e+00;1.7264265e-01;2.0000000e+00;1.6769832e-01;2.0000000e+00;1.6113758e-01;2.0000000e+00;1.4915679e-01;2.0000000e+00;1.3156256e-01;2.0000000e+00;1.1177357e-01;2.0000000e+00;1.1177357e-01;2.0000000e+00;9.0190366e-02;2.0000000e+00;6.8183318e-02;2.0000000e+00;4.8176032e-02;2.0000000e+00;3.2653943e-02;2.0000000e+00;2.7288821e-01;2.0000000e+00;2.6679191e-01;2.0000000e+00;2.6053753e-01;2.0000000e+00;2.5421065e-01;2.0000000e+00;2.4789762e-01;2.0000000e+00;2.4168243e-01;;;
3.0000000e+00;4.4371739e-01;3.0000000e+00;3.6471817e-01;3.0000000e+00;3.4886810e-01;3.0000000e+00;3.2427323e-01;3.0000000e+00;3.2992414e-01;3.0000000e+00;3.3583948e-01;3.0000000e+00;3.1252232e-01;3.0000000e+00;2.8251639e-01;3.0000000e+00;2.4709366e-01;3.0000000e+00;2.0768486e-01;3.0000000e+00;1.6721553e-01;3.0000000e+00;1.2590925e-01;3.0000000e+00;8.5261293e-02;3.0000000e+00;5.2967947e-02;3.0000000e+00;3.5178494e-02;3.0000000e+00;3.5178494e-02;3.0000000e+00;2.1607146e-02;3.0000000e+00;-6.0520595e-04;3.0000000e+00;-1.7208928e-02;3.0000000e+00;-2.7514301e-02;3.0000000e+00;4.3614781e-01;3.0000000e+00;4.2883602e-01;3.0000000e+00;4.2185363e-01;3.0000000e+00;4.1520488e-01;3.0000000e+00;3.9554259e-01;3.0000000e+00;3.7247324e-01;;;
4.0000000e+00;6.7746818e-01;4.0000000e+00;5.3638405e-01;4.0000000e+00;5.4746240e-01;4.0000000e+00;5.0042242e-01;4.0000000e+00;4.5152700e-01;4.0000000e+00;3.9341694e-01;4.0000000e+00;3.2786939e-01;4.0000000e+00;2.6500997e-01;4.0000000e+00;1.9960392e-01;4.0000000e+00;1.3361606e-01;4.0000000e+00;7.8608081e-02;4.0000000e+00;4.9107153e-02;4.0000000e+00;3.5085961e-02;4.0000000e+00;-7.7618877e-03;4.0000000e+00;-3.9836276e-02;4.0000000e+00;-3.9836276e-02;4.0000000e+00;-5.3553201e-02;4.0000000e+00;-6.7530930e-02;4.0000000e+00;-5.4450020e-02;4.0000000e+00;-4.9779203e-02;4.0000000e+00;6.6163057e-01;4.0000000e+00;6.1280459e-01;4.0000000e+00;6.0792369e-01;4.0000000e+00;5.7717717e-01;4.0000000e+00;5.6539929e-01;4.0000000e+00;5.2172041e-01;;;
5.0000000e+00;8.9464164e-01;5.0000000e+00;7.1549535e-01;5.0000000e+00;6.4503235e-01;5.0000000e+00;5.6282848e-01;5.0000000e+00;4.7391725e-01;5.0000000e+00;3.8371828e-01;5.0000000e+00;2.9063812e-01;5.0000000e+00;1.9774693e-01;5.0000000e+00;1.1702234e-01;5.0000000e+00;6.9690451e-02;5.0000000e+00;4.4691231e-02;5.0000000e+00;-5.7092691e-03;5.0000000e+00;-6.5246306e-02;5.0000000e+00;-9.1763571e-02;5.0000000e+00;-1.1018272e-01;5.0000000e+00;-1.1018272e-01;5.0000000e+00;-9.2675477e-02;5.0000000e+00;-8.5253268e-02;5.0000000e+00;-8.3271667e-02;5.0000000e+00;-8.2320541e-02;5.0000000e+00;8.6822981e-01;5.0000000e+00;8.3189243e-01;5.0000000e+00;8.1917226e-01;5.0000000e+00;7.8218031e-01;5.0000000e+00;7.8909051e-01;5.0000000e+00;7.7874577e-01;;;
6.0000000e+00;1.1478751e+00;6.0000000e+00;7.9436558e-01;6.0000000e+00;6.9646478e-01;6.0000000e+00;5.8353895e-01;6.0000000e+00;4.6708611e-01;6.0000000e+00;3.4699303e-01;6.0000000e+00;2.3301519e-01;6.0000000e+00;1.3894996e-01;6.0000000e+00;7.5825363e-02;6.0000000e+00;2.8952830e-02;6.0000000e+00;-3.6602672e-02;6.0000000e+00;-1.1383215e-01;6.0000000e+00;-1.4053375e-01;6.0000000e+00;-1.5634854e-01;6.0000000e+00;-1.3648504e-01;6.0000000e+00;-1.3648504e-01;6.0000000e+00;-1.2873562e-01;6.0000000e+00;-1.2755342e-01;6.0000000e+00;-1.2758097e-01;6.0000000e+00;-1.2651087e-01;6.0000000e+00;1.0998768e+00;6.0000000e+00;1.1013634e+00;6.0000000e+00;1.0717230e+00;6.0000000e+00;1.0363373e+00;6.0000000e+00;9.6212840e-01;6.0000000e+00;8.8234144e-01;;;
7.0000000e+00;1.4060316e+00;7.0000000e+00;8.3873135e-01;7.0000000e+00;7.1951735e-01;7.0000000e+00;5.8838928e-01;7.0000000e+00;4.4742808e-01;7.0000000e+00;3.1155837e-01;7.0000000e+00;1.8896626e-01;7.0000000e+00;9.3110152e-02;7.0000000e+00;2.9669024e-02;7.0000000e+00;-4.5706041e-02;7.0000000e+00;-1.4581625e-01;7.0000000e+00;-1.8812478e-01;7.0000000e+00;-2.0859286e-01;7.0000000e+00;-1.9543594e-01;7.0000000e+00;-1.8291569e-01;7.0000000e+00;-1.8291569e-01;7.0000000e+00;-1.8160534e-01;7.0000000e+00;-1.8286015e-01;7.0000000e+00;-1.8310270e-01;7.0000000e+00;-1.8090889e-01;7.0000000e+00;1.4180056e+00;7.0000000e+00;1.3933021e+00;7.0000000e+00;1.2851776e+00;7.0000000e+00;1.1806085e+00;7.0000000e+00;1.0704334e+00;7.0000000e+00;9.5606363e-01;;;
8.0000000e+00;1.7897339e+00;8.0000000e+00;8.7579530e-01;8.0000000e+00;7.3176378e-01;8.0000000e+00;5.8803201e-01;8.0000000e+00;4.3373933e-01;8.0000000e+00;2.7655202e-01;8.0000000e+00;1.4105417e-01;8.0000000e+00;4.3037511e-02;8.0000000e+00;-3.7803251e-02;8.0000000e+00;-1.5031707e-01;8.0000000e+00;-2.3565252e-01;8.0000000e+00;-2.6483610e-01;8.0000000e+00;-2.7748567e-01;8.0000000e+00;-2.4961506e-01;8.0000000e+00;-2.4505588e-01;8.0000000e+00;-2.4505588e-01;8.0000000e+00;-2.4711908e-01;8.0000000e+00;-2.4943277e-01;8.0000000e+00;-2.4925587e-01;8.0000000e+00;-2.4536358e-01;8.0000000e+00;1.7346350e+00;8.0000000e+00;1.6077371e+00;8.0000000e+00;1.4691546e+00;8.0000000e+00;1.3241659e+00;8.0000000e+00;1.1738342e+00;8.0000000e+00;1.0224596e+00;;;
9.0000000e+00;2.0956218e+00;9.0000000e+00;9.1307926e-01;9.0000000e+00;7.4668920e-01;9.0000000e+00;5.8775127e-01;9.0000000e+00;4.1092685e-01;9.0000000e+00;2.3384669e-01;9.0000000e+00;9.2959836e-02;9.0000000e+00;-6.5742387e-03;9.0000000e+00;-1.1178225e-01;9.0000000e+00;-2.5460657e-01;9.0000000e+00;-3.1961864e-01;9.0000000e+00;-3.4955749e-01;9.0000000e+00;-3.3566681e-01;9.0000000e+00;-3.1910187e-01;9.0000000e+00;-3.1967011e-01;9.0000000e+00;-3.1967011e-01;9.0000000e+00;-3.2410356e-01;9.0000000e+00;-3.2696131e-01;9.0000000e+00;-3.2589352e-01;9.0000000e+00;-3.1990656e-01;9.0000000e+00;2.0217807e+00;9.0000000e+00;1.8429766e+00;9.0000000e+00;1.6609504e+00;9.0000000e+00;1.4699786e+00;9.0000000e+00;1.2792543e+00;9.0000000e+00;1.0904076e+00;;;
